monarchrunid,ctmmlabel,ctmmsuccess,map,year,monarchid,runid,releasesiteid_arcmap,releasesiteid_repid,releasesiteid,monarchcatchsite,monarchcatchdate,monarchmass,trialdate,dayscaptive,trialsite,samecatchtrial,attachment,transmitterid,transantenna,experiment,temp,tempc,cloud,windspeed,windkph,winddirection,starttime,endtime,timeobs,secobserved,numpoints,firstlandon,15mindud,dudtime,finaldud,Responsiveness,Release,releaselandclass,releaseN,releaseE,lastN,lastE,lastlandcover,euclidiandistance,euclidianbearing,total.distance,stepover50,stepclass50,numstepsover50,stepover100,avgstep,turnstdev,step01,step02,step03,step04,step05,step06,step07,step08,step09,step10,step11,step12,step13,step14,step15,step16,step17,step18,step19,step20,step21,step22,step23,step24,step25,step26,step27,step28,step29,step30,step31,step32,step33,step34,step35,turn01,turn02,turn03,turn04,turn05,turn06,turn07,turn08,turn09,turn10,turn11,turn12,turn13,turn14,turn15,turn16,turn17,turn18,turn19,turn20,turn21,turn22,turn23,turn24,turn25,turn26,turn27,turn28,turn29,turn30,turn31,turn32,turn33,turn34,bearing01,bearing02,bearing03,bearing04,bearing05,bearing06,bearing07,bearing08,bearing09,bearing10,bearing11,bearing12,bearing13,bearing14,bearing15,bearing16,bearing17,bearing18,bearing19,bearing20,bearing21,bearing22,bearing23,bearing24,bearing25,bearing26,bearing27,bearing28,bearing29,bearing30,bearing31,bearing32,bearing33,bearing34,bearing35,windbearing,remaincross,freqcross,timebefore50mstep,timebeforecross,totalpts,croppts,edge5mpts,poorpts,richpts,totaltime,croptime,edge5mtime,poortime,richtime,firstbigsteplength,durationtofirstbigstep,stepspriortofirstbig,bigcrossfrom,bigcrossto,biginitiatefromrelease
19164a,cu,yes,yes,2019,19164,a,7,11,5,GM,8/1/2019,0.2814,8/3/2019,2,GM,y,transmitter,14,straight,habitatutilization,82.1,27.83333333,mostly clear,0.4,0.6436,SW,9:54:00,10:54,1:00:00,3600,6,grass,fly,NA,fly,Responsive,grass,poor,4751932.345,525784.8643,525826.6004,4751947.86,corn,44.52659057,69.60785932,49.81517303,under50,< 50 m,0,under100,12.45379326,91.02358029,0.520397579,19.06525574,23.33723439,6.892285325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.7386806,39.30495533,-65.56658387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.2150122,54.95369284,94.25864817,28.6920643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,cross,1,,1348,5,0,2,3,0,3561,0,2213,1348,0,,,,,,
19165a,cv,yes,yes,2019,19165,a,7,11,5,GM,8/1/2019,0.2691,8/3/2019,2,GM,y,transmitter,14,straight,habitatutilization,88.6,31.44444444,clear,2,3.218,SW,11:16:00,12:06,0:50:00,3000,30,grass,fly,NA,fly,Responsive,grass,poor,4751932.043,525784.6842,525871.7784,4751876.089,prairie,103.5193209,122.7188713,160.4036844,under50,< 50 m,0,under100,6.974073234,87.0105855,5.7445192,34.82035531,1.427116775,3.985611483,6.201513122,2.706835687,8.887272914,16.57922784,2.376796014,1.006515196,6.636017436,2.357948566,3.147110773,1.151308629,3.932945975,6.041045026,5.071044887,2.214691175,1.915400901,5.103650473,2.737886669,2.015448151,34.34342217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.11416377,-92.94990822,101.6339609,-68.37153821,108.2851929,-48.1944877,40.60805427,90.73673999,159.2096853,93.00461983,-98.82846822,143.6804402,-32.81044012,-32.14443119,119.0047656,-13.05215278,-91.86863523,-3.722240373,-109.3294274,60.46790662,52.27999012,61.4406206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.9430348,89.82887108,356.8789629,98.51292376,30.14138555,138.4265784,90.23209074,130.840145,221.576885,20.78657029,113.7911901,14.9627219,158.6431621,125.832722,93.68829081,212.6930564,199.6409036,107.7722684,104.050028,354.7206006,55.1885072,107.4684973,168.9091179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,cross,2,,49,24,0,2,2,20,2014,0,618,49,1347,,,,,,
19168a,cx,yes,yes,2019,19168,a,7,11,5,GM,8/1/2019,0.3255,8/3/2019,2,GM,y,transmitter,14,straight,habitatutilization,92,33.33333333,clear,2.5,4.0225,W,14:01:00,14:54:57,0:53:57,3237,10,grass,fly,NA,fly,Responsive,grass,poor,4751934.042,525784.6056,525566.6679,4752157.854,grass,312.3918252,315.761863,376.3843512,over50,> 50 m,1,over100,62.7307252,121.4764353,1.912111987,1.390740339,3.126549447,1.239330933,324.2527138,44.46290471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.10585572,157.826568,-138.9088835,144.4939259,107.8572454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.5916157,144.6974714,302.5240394,163.6151558,308.1090818,55.96632718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,cross,2,142,142,7,1,0,6,0,1969,420,0,1549,0,324.2527138,142,4,poor,crop,yes
19174a,dc,yes,yes,2019,19174,a,,1,3,GM,8/4/2019,0.4384,8/5/2019,1,GM,y,none,NA,,habitatutilization,86.3,30.16666667,mostly cloudy,3.3,5.3097,NE,11:05:00,12:05,1:00:00,3600,37,common milkweed,fly,NA,fly,Responsive,grass,poor,4751853.68,525484.4662,525518.1955,4751851.736,prairie,33.78527511,93.29861304,221.1324637,under50,< 50 m,0,under100,6.318070391,89.36111574,11.28297269,21.50641062,8.448293636,3.8180323,2.455922892,2.149330361,1.338126455,4.141288984,2.694751983,4.11742539,1.531953863,1.296569416,9.293295231,5.073856984,5.863123165,4.275480354,2.084726718,5.480263885,5.959366926,8.221713773,12.34183792,2.453229759,16.37810404,8.411777439,4.100202185,21.96307305,10.16885327,1.895675173,4.945487741,1.134165932,1.967159628,12.76405432,7.61246454,1.253221453,2.710251614,-13.93570981,-130.2814329,25.50592935,-24.03997904,-37.04811371,72.41240843,158.152547,-99.65278727,-152.0160848,61.79257272,-111.8053845,-135.4048994,103.055265,56.00793473,88.73118013,-17.26364228,-56.21607959,98.32799268,27.50533943,-117.9704948,52.55762542,-79.34567682,47.25554492,-28.72216634,-3.61116583,-43.00815491,-15.38211257,-170.2570387,52.70747314,-150.7609585,-164.5429942,-13.63963664,93.15175946,42.42121558,313.6493972,299.7136874,169.4322545,194.9381838,170.8982048,133.8500911,206.2624995,4.415046532,264.7622593,112.7461744,174.5387471,62.7333626,287.3284632,30.38372821,86.39166294,175.1228431,157.8592008,101.6431212,199.9711139,227.4764533,109.5059585,162.0635839,82.71790707,129.973452,101.2512857,97.64011983,54.63196491,39.24985235,228.9928136,281.7002868,130.9393283,326.3963341,312.7566975,45.90845693,88.32967251,45,cross,1,,2325,36,0,1,25,10,3144,0,32,2293,819,,,,,,
19176a,df,yes,yes,2019,19176,a,8,1,3,GM,8/4/2019,0.4442,8/5/2019,1,GM,y,none,NA,,habitatutilization,74.2,23.44444444,mostly cloudy,2,3.218,N,9:25:00,10:25,1:00:00,3600,11,wild bergamot,fly,NA,fly,Responsive,grass,poor,4751853.577,525484.2293,525512.2599,4751868.235,grass,31.63181153,62.39364906,49.47082857,under50,< 50 m,0,under100,4.122569048,120.862454,19.39584571,4.583163279,9.217496189,0.222211813,1.496663372,0.879641228,0.879641228,1.333239382,0.240751241,0.916846421,5.843064642,4.462264068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33964636,-9.001203784,126.3322865,-112.9417215,-174.1510796,3.141592654,151.965205,-11.20270141,161.0735798,-133.3627392,-148.1467663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.50669077,60.16704441,51.16584063,177.4981271,64.55640557,250.4053259,70.40532595,222.3705309,211.1678295,12.24140938,238.8786702,90.73190385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,cross,1,,890,13,0,1,1,11,3545,0,577,890,2078,,,,,,
19179a,di,yes,yes,2019,19179,a,8,1,3,GM,8/5/2019,0.4528,8/6/2019,1,GM,y,none,NA,,habitatutilization,72.2,22.33333333,clear,3,4.827,S,9:02:00,10:02,1:00:00,3600,7,grass,fly,NA,fly,Responsive,grass,poor,4751891.154,525487.5376,525506.9929,4751889.939,prairie,19.49320197,93.57352917,40.09180127,under50,< 50 m,0,under100,6.681966879,94.31075348,0.61527519,4.732238777,18.45921862,9.541466003,1.113525949,5.630076735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.03943671,56.68800163,-119.1122767,8.817170014,-171.7427044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.89743822,61.85800151,118.5460031,359.4337264,8.250896449,196.5081921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,cross,1,,2125,7,0,0,3,4,3606,0,0,2125,1481,,,,,,
19181a,dk,yes,yes,2019,19181,a,8,1,3,GM,8/5/2019,NA,8/6/2019,1,GM,y,none,NA,,habitatutilization,81.6,27.55555556,clear,3.8,6.1142,S,11:04:00,11:09:57,0:05:57,357,5,corn,fly,NA,fly,Responsive,grass,poor,4751891.858,525487.7084,525386.3056,4751871.646,pasture,103.3975473,258.727321,129.7444744,over50,> 50 m,1,under100,64.87223722,NA,85.70455288,44.03992155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.26369756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.9891512,313.2528488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,cross,1,145,314,3,0,1,2,0,315,0,1,314,0,85.70455288,145,0,poor,poor,yes
19182a,dl,yes,yes,2019,19182,a,8,1,3,GM,8/5/2019,0.5128,8/6/2019,1,GM,y,none,NA,,habitatutilization,84.3,29.05555556,clear,3.8,6.1142,SW,11:56:00,11:58:18,0:02:18,138,7,common milkweed,fly,NA,fly,Responsive,grass,poor,4751891.457,525487.1763,525421.1606,4751759.29,na,147.7368896,206.5415327,160.7621124,over50,> 50 m,1,under100,26.79368541,97.46999883,46.17970642,0.624137453,1.592445528,0.992539087,80.17142106,31.20186289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.8749664,-27.13663792,18.751394,-130.0467201,49.90149793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.3054456,333.1804121,306.0437741,324.7951681,194.7484481,244.649946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,cross,1,63,84,7,0,0,7,0,85,0,0,85,0,80.17142106,63,4,poor,poor,yes
19183a,dm,yes,yes,2019,19183,a,8,1,3,GM,8/5/2019,NA,8/6/2019,1,GM,y,none,NA,,habitatutilization,81.3,27.38888889,clear,4.9,7.8841,SW,12:12:00,12:15:55,0:03:55,235,4,common milkweed,fly,NA,fly,Responsive,grass,poor,4751891.11,525487.0003,525421.1606,4751759.29,na,147.3478147,206.5406012,147.7376798,over50,> 50 m,1,over100,73.86883992,NA,32.33717993,115.4004999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0729869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.6674179,208.7404048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,cross,1,186,186,3,0,0,3,0,187,0,0,187,0,115.4004999,186,1,poor,exit,yes
19184a,dn,yes,yes,2019,19184,a,8,1,3,GM,8/5/2019,NA,8/6/2019,1,GM,y,none,NA,,habitatutilization,88.6,31.44444444,clear,4.6,7.4014,SSW,12:32:00,12:47:13,0:15:13,913,11,corn,fly,NA,fly,Responsive,grass,poor,4751891.815,525487.9169,525298.922,4751590.673,na,355.535619,212.1121335,447.5401435,over50,> 50 m,2,over100,49.72668261,163.3270988,190.2947474,4.5146393,1.921992781,24.35702776,26.76857202,0.750019227,0.69878438,30.74788552,167.4864751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-177.281545,-167.0703854,-175.1503514,177.3962333,147.5069329,157.2227534,101.9955559,-91.95025729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.0913631,42.80981815,235.7394327,60.58908133,237.9853146,25.49224749,182.7150009,284.7105568,192.7602995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.5,cross,1,5,587,10,0,2,1,7,588,0,6,5,577,190.2947474,5,0,poor,exit,yes
19186a,dp,yes,yes,2019,19186,a,7,11,5,GM,8/5/2019,NA,8/7/2019,2,GM,y,none,NA,,habitatutilization,76.9,24.94444444,mostly cloudy,1.5,2.4135,NE,9:19:00,10:19:00,1:00:00,3600,23,common milkweed,fly,NA,fly,Responsive,grass,poor,4751923.688,525786.7317,525856.1494,4751950.198,grass,74.30745032,69.09858957,191.2408837,over50,> 50 m,1,under100,7.649635348,99.79453467,17.91340061,1.746215018,19.23190257,1.593090506,1.582279372,9.068858628,1.083711792,0.966010089,2.018157338,0.643117633,5.573558491,6.118232248,1.197734945,1.197734945,2.018157338,3.407495281,4.0392338,3.824449665,50.22393702,16.25695926,0.245583468,13.8732543,16.24291846,3.941560845,7.233330066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.737171049,-22.92417574,89.3094391,-11.71858612,-37.85053552,49.71066779,-20.1698892,-169.3299098,-0.38043178,33.83790257,176.6444024,-97.57613038,3.141592654,-112.5257428,137.8120794,-146.2320075,104.642042,167.8331513,-86.5151486,111.4479719,-161.055823,55.23902896,17.23826607,-64.27514801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.9947103,122.2575392,99.33336348,188.6428026,176.9242165,139.0736809,188.7843487,168.6144595,359.2845498,358.904118,32.74202054,209.3864229,111.8102925,291.8102925,179.2845498,317.0966291,170.8646216,275.5066637,83.33981492,356.8246663,108.2726382,307.2168152,2.455844118,19.69411018,315.4189622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,cross,1,1506,222,26,0,4,3,19,3270,0,395,222,2653,50.22393702,1506,18,rich,rich,no
19187a,dq,yes,yes,2019,19187,a,7,11,5,GM,8/5/2019,NA,8/7/2019,2,GM,y,none,NA,,habitatutilization,84,28.88888889,mostly clear,6.7,10.7803,ENE,10:50:00,11:48:15,0:58:15,3495,30,grass,fly,NA,fly,Responsive,grass,poor,4751924.04,525786.5995,525793.2097,4751675.665,prairie,248.4629457,178.475502,301.5856242,over50,> 50 m,2,under100,10.39950428,71.86518576,3.508437578,2.923578117,2.275293223,2.792267539,2.825938718,50.17791275,1.139345694,1.924308437,0.645953752,1.402595437,0.317244638,1.776170231,3.056996395,3.442088623,3.781368186,3.491000006,2.730506819,3.198741165,15.70539955,17.96565438,9.201077257,4.339381897,5.000585755,10.55410026,2.656047268,2.75260194,44.61009527,16.49311627,80.89781701,NA,NA,NA,NA,NA,NA,137.0916389,48.11865657,7.024515356,1.690015138,-94.85917837,106.5089979,-43.26739367,-91.73849384,61.69829811,43.47069946,39.01293386,53.23468777,-129.6832039,-50.23748749,-12.7173018,27.24158999,87.61860412,-64.23914923,25.87434621,-10.9409028,11.38802667,-26.37149068,8.127234797,-120.9122614,150.7395232,-80.58766345,10.86211494,-12.42504336,NA,NA,NA,NA,NA,NA,75.50746598,212.5991049,260.7177615,267.7422768,269.432292,174.5731136,281.0821116,237.8147179,146.076224,207.7745221,251.2452216,290.2581555,343.4928432,213.8096394,163.5721519,150.8548501,178.0964401,265.7150442,201.475895,227.3502412,216.4093384,227.797365,201.4258744,209.5531091,88.64084773,239.380371,158.7927075,169.6548225,157.2297791,NA,NA,NA,NA,NA,NA,67.5,cross,2,3152,1749,30,0,2,21,7,3153,0,80,1750,1323,50.17791275,708,28,poor,poor,yes
19189a,ds,yes,yes,2019,19189,a,7,11,5,GM,8/6/2019,0.3861,8/7/2019,1,GM,y,none,NA,,habitatutilization,93.1,33.94444444,clear,6.3,10.1367,NE,13:16:00,14:16,1:00:00,3600,10,grass,fly,NA,fly,Responsive,grass,poor,4751924.23,525786.9942,525859.9935,4751924,grass,72.99966233,90.18052208,98.76443354,over50,> 50 m,1,under100,12.34555419,96.19764579,3.898963694,3.639117982,1.77630351,3.135797347,1.122526262,2.481892683,2.001096539,80.70873552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148.6043106,-64.20006239,-3.855031864,-42.44346596,69.51817183,39.21203154,145.3819886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5455621,305.9412515,241.7411891,237.8861572,195.4426912,264.9608631,304.1728946,89.55488319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,cross,1,1815,1815,9,0,0,8,1,3375,0,0,1815,1560,80.70873552,1815,7,poor,rich,yes
19167a,cw,no,yes,2019,19167,a,7,11,5,GM,8/1/2019,0.2926,8/3/2019,2,GM,y,transmitter,14,straight,habitatutilization,82.2,27.88888889,clear,2.4,3.8616,W,13:07:00,13:41,0:34:44,2084,2,grass,fly,NA,fly,Responsive,grass,poor,4751933.66,525785.0592,525785.0421,4751935.59,na,1.930075752,359.4923667,1.930075752,under50,< 50 m,0,under100,1.930075752,NA,1.930075752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.4923667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,remain,0,,,2,0,0,2,0,2084,0,0,2084,0,,,,,,
19175a,de,yes,yes,2019,19175,a,8,1,3,GM,8/4/2019,0.6143,8/5/2019,1,GM,y,none,NA,,habitatutilization,71,21.66666667,mostly cloudy,2,3.218,N,8:08:00,9:08:00,1:00:00,3600,7,common milkweed,fly,NA,fly,Responsive,grass,poor,4751852.94,525484.2504,525473.9616,4751796.902,prairie,56.97470359,190.4038599,61.07168706,under50,< 50 m,0,under100,8.724526723,85.44848838,23.34630812,0.326425121,0.326425121,0.837830586,1.004818411,33.91490274,1.314976962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172.8779906,3.141592654,74.67136784,-96.88329003,-15.2120771,-41.66517399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.603389,35.72539837,215.7253984,290.3967662,193.5134762,178.3013991,136.6362251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,remain,0,,,8,0,0,8,0,3552,0,0,3552,0,,,,,,
19180a,dj,yes,yes,2019,19180,a,8,1,3,GM,8/5/2019,NA,8/6/2019,1,GM,y,none,NA,,habitatutilization,75.8,24.33333333,clear,2.4,3.8616,S,10:20:00,10:43:00,0:23:00,1380,14,common milkweed,fly,NA,fly,Responsive,grass,poor,4751891.496,525487.5699,525434.1292,4751792.961,prairie,112.0939545,208.4732997,146.1701789,under50,< 50 m,0,under100,12.18084824,110.1060714,12.35064703,9.043226471,7.267791945,14.31112572,26.60655525,5.70445886,2.660322882,1.64430388,0.704600341,1.018469739,16.58524037,48.27343644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.79663672,-5.028186734,22.89387201,-35.49573839,68.62524029,164.5559843,-160.6118289,166.9234269,-146.6443215,-53.23850734,44.3958696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.9385222,174.1418855,169.1136988,192.0075708,156.5118324,225.1370727,29.69305701,229.0812281,36.00465498,249.3603335,196.1218261,240.5176957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,remain,0,,,13,0,0,13,0,1285,0,0,1285,0,,,,,,
19185a,do,no,yes,2019,19185,a,7,11,5,GM,8/5/2019,0.6399,8/7/2019,2,GM,y,none,NA,,habitatutilization,68.5,20.27777778,mostly cloudy,1.7,2.7353,NE,8:26:00,9:07:35,0:41:35,2495,4,grass,fly,NA,fly,Responsive,grass,poor,4751924.24,525786.7482,525784.1159,4751922.38,na,3.22313563,234.7547284,4.285256802,under50,< 50 m,0,under100,1.428418934,172.8469978,0.257181337,3.225277707,0.802797758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.462506,-80.98006257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.87948749,250.3419935,169.361931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,remain,0,,,4,0,0,4,0,2476,0,0,2476,0,,,,,,
19188a,dr,yes,yes,2019,19188,a,7,11,5,GM,8/6/2019,0.5979,8/7/2019,1,GM,y,none,NA,,habitatutilization,93.1,33.94444444,clear,5.8,9.3322,NE,12:24:00,12:54:00,0:30:00,1800,3,grass,fly,NA,fly,Responsive,grass,poor,4751924.089,525786.8238,525850.0433,4752005.502,grass,103.076582,37.83035134,108.6956857,over50,> 50 m,1,under100,54.34784286,NA,16.8015763,91.89410942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.07434982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.51735496,30.44300514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,remain,0,1847,,3,0,0,3,0,1848,0,0,1848,0,91.89410942,1847,1,poor,poor,yes
19041a,ag,yes,yes,2019,19041,a,10,10,NA,Jesse,6/30/2019,NA,7/2/2019,2,GM,n,none,NA,,habitatutilization,83.3,28.5,mostly clear,3.2,5.1488,E,11:43:00,11:51:00,0:08:00,480,10,common milkweed bloom,fly,NA,fly,Responsive,prairie,rich,4751957.85,525689.686,525676.278,4751948.668,corn,16.25064885,235.5960703,38.73265374,under50,< 50 m,0,under100,3.873265374,67.40730472,3.914274645,1.011439569,0.74559037,0.330037877,1.226684964,6.900430494,9.628157508,8.161394612,1.68483649,5.12980721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.07493157,-78.22153654,-76.66148676,-70.2879526,-140.2487685,-112.2261774,-63.24656658,-22.1580385,9.413105006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.5460408,12.62097242,294.3994359,217.7379491,147.4499965,7.201228043,254.9750507,191.7284841,169.5704456,178.9835506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,cross,1,,362,11,4,0,0,7,427,65,0,0,362,,,,,,
